,Index,Label
6979,10808,Thumb Up
6988,136907,Sliding Two Fingers Right
6990,38895,Sliding Two Fingers Down
6991,38418,Sliding Two Fingers Down
6993,1785,Sliding Two Fingers Right
6995,5464,Turning Hand Counterclockwise
7001,51541,Sliding Two Fingers Down
7005,129478,Sliding Two Fingers Right
7012,125982,Pulling Hand In
7013,98342,Shaking Hand
7014,81428,Sliding Two Fingers Down
7016,82965,Turning Hand Counterclockwise
7017,85129,Shaking Hand
7018,72974,Sliding Two Fingers Left
7020,35012,No gesture
7021,33448,Sliding Two Fingers Down
7022,77400,Sliding Two Fingers Down
7033,11136,Turning Hand Counterclockwise
7036,144309,Rolling Hand Forward
7041,105763,Pushing Two Fingers Away
7044,127672,Rolling Hand Forward
7049,51778,Pulling Hand In
7052,124409,Sliding Two Fingers Left
7053,109333,Shaking Hand
7054,129632,Thumb Up
7058,62745,Shaking Hand
7059,145776,No gesture
7063,121528,Pulling Hand In
7065,35793,Pushing Two Fingers Away
7067,8053,Pulling Hand In
7069,25519,Pushing Two Fingers Away
7070,140263,Pushing Two Fingers Away
7073,2899,Thumb Up
7074,87386,Turning Hand Counterclockwise
7078,108576,Rolling Hand Forward
7095,136024,Sliding Two Fingers Right
7098,18116,Sliding Two Fingers Down
7102,69243,Pulling Hand In
7110,129621,Sliding Two Fingers Down
7114,131455,Sliding Two Fingers Left
7115,18636,Pushing Two Fingers Away
7118,130267,No gesture
7121,138247,Rolling Hand Forward
7122,35143,No gesture
7123,129124,Shaking Hand
7126,42192,Thumb Up
7127,124141,Thumb Up
7130,110167,No gesture
7131,22191,Pulling Hand In
7138,119533,Sliding Two Fingers Right
7139,77294,Sliding Two Fingers Down
7141,28814,No gesture
7142,58851,Sliding Two Fingers Down
7144,69394,Shaking Hand
7145,86436,Rolling Hand Forward
7150,94772,Sliding Two Fingers Left
7154,94305,Pushing Two Fingers Away
7156,93073,No gesture
7159,146433,Turning Hand Counterclockwise
7161,5827,Shaking Hand
7164,45575,Pulling Hand In
7165,74515,Sliding Two Fingers Down
7169,33049,Sliding Two Fingers Right
7174,45863,No gesture
7177,67622,Sliding Two Fingers Down
7182,110613,Shaking Hand
7183,63220,Thumb Up
7185,124386,Sliding Two Fingers Down
7186,142082,Sliding Two Fingers Right
7187,118489,Sliding Two Fingers Down
7189,44663,No gesture
7191,46489,No gesture
7199,44721,No gesture
7201,19120,Thumb Up
7204,46822,Pushing Two Fingers Away
7205,26780,Turning Hand Counterclockwise
7207,20599,Rolling Hand Forward
7209,135927,Pulling Hand In
7212,99773,Shaking Hand
7217,140551,No gesture
7218,93161,Rolling Hand Forward
7219,32349,Sliding Two Fingers Right
7221,78437,Turning Hand Counterclockwise
7224,28327,Shaking Hand
7225,135881,Pushing Two Fingers Away
7226,129689,Sliding Two Fingers Left
7227,93693,Rolling Hand Forward
7235,63542,Sliding Two Fingers Down
7246,123694,Sliding Two Fingers Left
7255,96026,Turning Hand Counterclockwise
7257,54591,No gesture
7268,94197,Shaking Hand
7269,46433,No gesture
7271,16610,Thumb Up
7278,49014,Thumb Up
7281,26332,Rolling Hand Forward
7283,56859,Pulling Hand In
7284,104134,Sliding Two Fingers Left
7288,62149,Pushing Two Fingers Away
7289,91253,Sliding Two Fingers Down
7291,50380,Pulling Hand In
7293,40003,Sliding Two Fingers Down
7297,22523,Rolling Hand Forward
7302,39076,Shaking Hand
7303,138938,Sliding Two Fingers Left
7306,56351,Turning Hand Counterclockwise
7309,136796,Pulling Hand In
7310,13716,Shaking Hand
7313,31729,Sliding Two Fingers Down
7317,99402,Rolling Hand Forward
7320,132032,Pulling Hand In
7322,98022,Turning Hand Counterclockwise
7329,144564,No gesture
7330,96831,Sliding Two Fingers Left
7331,145759,Thumb Up
7333,50433,Rolling Hand Forward
7334,141543,Pulling Hand In
7335,112303,Shaking Hand
7336,95150,Shaking Hand
7338,71989,Thumb Up
7340,90988,Sliding Two Fingers Right
7345,74514,Shaking Hand
7346,31280,Pulling Hand In
7347,129177,Sliding Two Fingers Down
7351,26510,Sliding Two Fingers Down
7352,46554,Sliding Two Fingers Right
7358,57369,Sliding Two Fingers Right
7360,133878,Sliding Two Fingers Right
7361,79217,No gesture
7363,91300,Shaking Hand
7364,10819,Turning Hand Counterclockwise
7368,25297,Pushing Two Fingers Away
7369,137577,Sliding Two Fingers Left
7377,107254,No gesture
7383,33747,Sliding Two Fingers Right
7385,53460,Sliding Two Fingers Left
7389,17975,Sliding Two Fingers Down
7392,80656,No gesture
7393,122236,Sliding Two Fingers Right
7396,10798,Thumb Up
7397,21490,Sliding Two Fingers Left
7399,61383,Shaking Hand
7401,63875,Shaking Hand
7402,43748,Sliding Two Fingers Down
7407,86177,Thumb Up
7408,118793,No gesture
7410,15119,Pulling Hand In
7411,21031,Sliding Two Fingers Left
7415,14764,Thumb Up
7420,89562,No gesture
7421,137192,No gesture
7426,101125,Shaking Hand
7431,131033,Pulling Hand In
7432,126986,Pushing Two Fingers Away
7435,25317,Sliding Two Fingers Right
7442,70189,Shaking Hand
7443,85461,No gesture
7445,46830,Pulling Hand In
7446,10831,Pushing Two Fingers Away
7447,63479,Turning Hand Counterclockwise
7453,130253,Turning Hand Counterclockwise
7458,50586,Sliding Two Fingers Left
7459,81065,Pulling Hand In
7460,67764,Sliding Two Fingers Right
7465,78516,No gesture
7466,84362,Sliding Two Fingers Left
7468,46008,Thumb Up
7473,17400,Shaking Hand
7486,77712,Sliding Two Fingers Right
7491,45157,Turning Hand Counterclockwise
7492,99501,Sliding Two Fingers Left
7497,75554,Rolling Hand Forward
7499,79212,Pulling Hand In
7502,24531,Thumb Up
7506,51152,Sliding Two Fingers Right
7507,89084,Turning Hand Counterclockwise
7508,126306,Sliding Two Fingers Left
7514,61072,Pushing Two Fingers Away
7515,100956,Sliding Two Fingers Down
7516,13753,Pulling Hand In
7524,37123,Sliding Two Fingers Right
7528,95484,Shaking Hand
7530,51358,Thumb Up
7533,11726,Sliding Two Fingers Down
7538,78807,Pushing Two Fingers Away
7540,140192,Pulling Hand In
7546,145307,Pushing Two Fingers Away
7548,63367,Pushing Two Fingers Away
7552,70105,Shaking Hand
7557,97196,Rolling Hand Forward
7558,41334,Pulling Hand In
7559,51463,Shaking Hand
7569,119709,Pulling Hand In
7574,121594,No gesture
7575,101437,Sliding Two Fingers Down
7577,24930,Sliding Two Fingers Right
7582,97419,Sliding Two Fingers Left
7588,11117,Pulling Hand In
7589,144068,Sliding Two Fingers Right
7590,122830,Pulling Hand In
7591,31124,Sliding Two Fingers Down
7596,44574,No gesture
7598,106892,Rolling Hand Forward
7599,97625,Rolling Hand Forward
7604,38002,Pulling Hand In
7608,124528,Pushing Two Fingers Away
7609,68648,Pulling Hand In
7613,56978,Pushing Two Fingers Away
7614,92220,Rolling Hand Forward
7615,93656,Sliding Two Fingers Down
7619,119758,Sliding Two Fingers Right
7622,89111,No gesture
7623,52016,Sliding Two Fingers Left
7624,18225,Sliding Two Fingers Down
7625,76691,Pushing Two Fingers Away
7627,136862,Turning Hand Counterclockwise
7629,97680,Thumb Up
7631,141320,Thumb Up
7632,62558,Turning Hand Counterclockwise
7635,2053,Pulling Hand In
7638,60129,Sliding Two Fingers Right
7640,70510,Sliding Two Fingers Left
7643,40013,Shaking Hand
7645,9901,No gesture
7649,99237,Rolling Hand Forward
7653,142105,No gesture
7654,77836,Sliding Two Fingers Right
7656,120431,Pushing Two Fingers Away
7661,23244,Sliding Two Fingers Left
7662,131739,Thumb Up
7672,44143,Sliding Two Fingers Left
7681,120114,Pushing Two Fingers Away
7682,116830,Pulling Hand In
7683,41200,Rolling Hand Forward
7689,142881,Thumb Up
7694,102279,Turning Hand Counterclockwise
7695,108360,Thumb Up
7705,69075,Rolling Hand Forward
7715,44322,Shaking Hand
7719,77538,Rolling Hand Forward
7722,64919,No gesture
7724,113957,Pulling Hand In
7726,59779,Pushing Two Fingers Away
7727,54186,Thumb Up
7728,89421,No gesture
7732,47368,Rolling Hand Forward
7734,9312,Sliding Two Fingers Right
7740,21895,Thumb Up
7741,119031,Sliding Two Fingers Left
7742,92489,Sliding Two Fingers Left
7745,15085,Pulling Hand In
7748,100746,Rolling Hand Forward
7753,73582,No gesture
7754,22223,Turning Hand Counterclockwise
7758,31440,No gesture
7760,87061,Sliding Two Fingers Right
7761,128891,Rolling Hand Forward
7765,127435,Pushing Two Fingers Away
7770,27770,No gesture
7771,6230,Sliding Two Fingers Left
7772,30737,Rolling Hand Forward
7774,139435,Sliding Two Fingers Right
7779,49304,Thumb Up
7780,16827,Pushing Two Fingers Away
7784,137451,No gesture
7785,87575,Shaking Hand
7788,100637,No gesture
7789,21135,Rolling Hand Forward
7793,77909,Shaking Hand
7794,4193,Sliding Two Fingers Left
7795,24395,Rolling Hand Forward
7796,25919,Sliding Two Fingers Down
7798,126249,Rolling Hand Forward
7799,132238,No gesture
7800,145713,Sliding Two Fingers Down
7802,122246,Pulling Hand In
7804,6170,Thumb Up
7806,144304,No gesture
7808,12822,No gesture
7809,30528,Rolling Hand Forward
7810,144297,Rolling Hand Forward
7812,70382,Thumb Up
7814,78083,Thumb Up
7818,131532,Sliding Two Fingers Right
7819,70174,Sliding Two Fingers Left
7822,27184,Rolling Hand Forward
7823,44539,Rolling Hand Forward
7829,53564,Sliding Two Fingers Down
7831,85424,Thumb Up
7834,24551,Sliding Two Fingers Down
7837,23053,Sliding Two Fingers Right
7841,101168,Pulling Hand In
7843,59739,Shaking Hand
7846,104256,Sliding Two Fingers Left
7850,117591,Sliding Two Fingers Left
7851,93351,Rolling Hand Forward
7852,131187,Rolling Hand Forward
7855,43876,Shaking Hand
7856,147681,Pushing Two Fingers Away
7857,68976,No gesture
7868,144721,Sliding Two Fingers Left
7870,26796,No gesture
7871,835,Sliding Two Fingers Right
7875,67139,Turning Hand Counterclockwise
7877,53967,Pulling Hand In
7880,111494,No gesture
7884,45843,Thumb Up
7889,107299,No gesture
7893,389,Rolling Hand Forward
7895,21685,Shaking Hand
7900,29711,Sliding Two Fingers Right
7902,31480,Thumb Up
7904,67680,Sliding Two Fingers Down
7909,20130,Sliding Two Fingers Right
7913,107833,No gesture
7915,47096,Sliding Two Fingers Down
7919,130896,Pulling Hand In
7920,108084,Pushing Two Fingers Away
7922,29770,No gesture
7923,59869,Sliding Two Fingers Right
7924,9337,Sliding Two Fingers Left
7928,20092,Sliding Two Fingers Down
7933,74880,Sliding Two Fingers Left
7934,94132,Shaking Hand
7940,77528,Sliding Two Fingers Down
7941,43993,Sliding Two Fingers Down
7948,13530,Shaking Hand
7953,52801,Sliding Two Fingers Right
7954,11001,Rolling Hand Forward
7955,106956,Pushing Two Fingers Away
7957,11733,Pulling Hand In
7965,50613,Sliding Two Fingers Left
7971,3673,No gesture
7972,112549,Sliding Two Fingers Left
7973,91147,Shaking Hand
7984,106738,Shaking Hand
7985,86164,Rolling Hand Forward
7986,91940,Pushing Two Fingers Away
7989,64066,Sliding Two Fingers Left
7996,72264,Sliding Two Fingers Left
7999,98622,Sliding Two Fingers Right
8001,37150,No gesture
8006,133417,Shaking Hand
8008,108262,Pushing Two Fingers Away
8015,85987,Shaking Hand
8016,115971,Sliding Two Fingers Left
8017,146813,Pulling Hand In
8019,111621,Sliding Two Fingers Down
8020,113139,Sliding Two Fingers Right
8025,50016,Rolling Hand Forward
8027,57880,Shaking Hand
8029,56391,Sliding Two Fingers Right
8031,24239,Pulling Hand In
8034,1307,Sliding Two Fingers Left
8043,25772,Thumb Up
8045,53588,Sliding Two Fingers Left
8047,124531,Shaking Hand
8048,58254,Turning Hand Counterclockwise
8049,76264,Shaking Hand
8053,106440,Pushing Two Fingers Away
8058,106063,Shaking Hand
8060,75033,Sliding Two Fingers Down
8062,93458,No gesture
8066,9420,Sliding Two Fingers Left
8068,123833,Sliding Two Fingers Left
8069,72557,Rolling Hand Forward
8071,56406,Thumb Up
8072,31900,Sliding Two Fingers Left
8074,38639,Shaking Hand
8077,108009,Sliding Two Fingers Down
8078,8622,Shaking Hand
8080,143740,Rolling Hand Forward
8081,74479,Sliding Two Fingers Right
8088,109066,Shaking Hand
8090,119652,Sliding Two Fingers Left
8091,64404,No gesture
8092,105699,Sliding Two Fingers Left
8094,122466,Sliding Two Fingers Left
8097,78135,Rolling Hand Forward
8100,43187,Sliding Two Fingers Down
8102,138985,Sliding Two Fingers Left
8103,68178,Shaking Hand
8106,16040,Sliding Two Fingers Right
8107,10213,Shaking Hand
8108,14420,Pushing Two Fingers Away
8116,20016,No gesture
8117,135148,Shaking Hand
8118,116701,Sliding Two Fingers Left
8119,55921,Pulling Hand In
8121,65421,Turning Hand Counterclockwise
8122,6978,Pulling Hand In
8123,128546,Pushing Two Fingers Away
8125,37846,Shaking Hand
8129,75196,Sliding Two Fingers Down
8134,123026,Pushing Two Fingers Away
8137,147595,Sliding Two Fingers Down
8140,78610,Turning Hand Counterclockwise
8148,92765,Sliding Two Fingers Left
8150,53771,Sliding Two Fingers Left
8151,88185,Pushing Two Fingers Away
8155,115370,Thumb Up
8161,75079,Sliding Two Fingers Down
8167,140643,Sliding Two Fingers Right
8168,27171,Turning Hand Counterclockwise
8171,55861,Pulling Hand In
8172,100909,Sliding Two Fingers Right
8174,67475,Rolling Hand Forward
8175,17491,Sliding Two Fingers Left
8176,115788,No gesture
8177,23307,Sliding Two Fingers Right
8181,41824,No gesture
8182,61584,Sliding Two Fingers Right
8183,93765,Shaking Hand
8186,81415,Thumb Up
8190,23171,Shaking Hand
8192,16094,Pulling Hand In
8193,84568,Shaking Hand
8197,8773,Thumb Up
8199,48655,Sliding Two Fingers Left
8200,93575,No gesture
8203,24804,No gesture
8206,116718,Turning Hand Counterclockwise
8208,25959,Sliding Two Fingers Right
8210,79146,Pulling Hand In
8214,26996,Rolling Hand Forward
8215,4565,Pulling Hand In
8216,17677,Thumb Up
8224,132190,Sliding Two Fingers Left
8226,86744,Sliding Two Fingers Left
8232,18499,Sliding Two Fingers Right
8236,31071,No gesture
8238,69968,Rolling Hand Forward
8240,6313,Sliding Two Fingers Left
8246,88622,Rolling Hand Forward
8247,18205,No gesture
8248,81355,Pulling Hand In
8252,121355,Sliding Two Fingers Left
8257,108246,No gesture
8258,60194,Rolling Hand Forward
8261,103766,Pushing Two Fingers Away
8262,146270,Sliding Two Fingers Right
8265,136628,Sliding Two Fingers Left
8267,47322,Pushing Two Fingers Away
8272,84667,Sliding Two Fingers Right
8275,38253,Sliding Two Fingers Right
8276,118094,Sliding Two Fingers Left
8277,132366,No gesture
8279,4405,Rolling Hand Forward
8280,112828,Pulling Hand In
8282,147980,Rolling Hand Forward
8284,81824,No gesture
8287,92613,Turning Hand Counterclockwise
8290,141148,Pushing Two Fingers Away
8291,87724,Pulling Hand In
8296,33240,Sliding Two Fingers Right
8297,93784,Shaking Hand
8302,63761,Thumb Up
8303,80680,Pushing Two Fingers Away
8310,10785,Sliding Two Fingers Down
8312,45964,Shaking Hand
8318,93829,Sliding Two Fingers Down
8321,143225,Pushing Two Fingers Away
8323,135215,Pulling Hand In
8326,26019,Shaking Hand
8327,137311,Pulling Hand In
8328,110155,Sliding Two Fingers Left
8331,143465,Rolling Hand Forward
8334,53617,Rolling Hand Forward
8337,14159,Sliding Two Fingers Right
8338,14481,Sliding Two Fingers Down
8339,86315,Sliding Two Fingers Left
8341,100980,Shaking Hand
8342,30496,Thumb Up
8346,34624,Sliding Two Fingers Right
8349,61408,Shaking Hand
8361,36785,No gesture
8365,43355,Pulling Hand In
8369,106123,Sliding Two Fingers Left
8373,37281,Sliding Two Fingers Right
8380,121676,Pulling Hand In
8383,122633,Shaking Hand
8386,48574,Sliding Two Fingers Down
8392,9637,Shaking Hand
8394,101220,Pulling Hand In
8398,131911,Thumb Up
8404,68226,Thumb Up
8412,48864,Sliding Two Fingers Left
8413,48592,Thumb Up
8414,76263,Rolling Hand Forward
8418,136499,No gesture
8419,32979,Shaking Hand
8424,4349,Sliding Two Fingers Right
8425,106642,Shaking Hand
8429,128502,Thumb Up
8432,75940,Sliding Two Fingers Right
8433,141213,Sliding Two Fingers Right
8441,86288,Rolling Hand Forward
8443,120028,Rolling Hand Forward
8444,49164,Thumb Up
8446,35203,No gesture
8447,10445,Shaking Hand
8453,78871,Rolling Hand Forward
8457,23739,Shaking Hand
8458,43646,Sliding Two Fingers Left
8459,85823,No gesture
8460,61974,Rolling Hand Forward
8462,22858,Turning Hand Counterclockwise
8463,79069,Sliding Two Fingers Down
8469,81458,Sliding Two Fingers Right
8472,118573,No gesture
8473,83203,Sliding Two Fingers Left
8476,134212,Sliding Two Fingers Down
8478,34062,Sliding Two Fingers Down
8484,22123,Turning Hand Counterclockwise
8489,74321,Thumb Up
8490,41644,Sliding Two Fingers Left
8492,30983,Sliding Two Fingers Right
8499,10711,Shaking Hand
8502,137157,Rolling Hand Forward
8503,113657,Sliding Two Fingers Left
8505,36403,Pulling Hand In
8507,76234,Pulling Hand In
8508,14581,No gesture
8509,8428,Rolling Hand Forward
8514,73133,Sliding Two Fingers Down
8517,140604,Sliding Two Fingers Down
8519,99921,Pulling Hand In
8520,68356,Thumb Up
8524,21119,Thumb Up
8525,142971,Shaking Hand
8530,118286,Turning Hand Counterclockwise
8534,37907,Sliding Two Fingers Left
8541,82521,Thumb Up
8545,143157,Sliding Two Fingers Down
8546,53616,Sliding Two Fingers Left
8548,45254,Sliding Two Fingers Down
8551,63458,Pushing Two Fingers Away
8553,142448,Sliding Two Fingers Right
8554,32099,Pushing Two Fingers Away
8555,78551,Sliding Two Fingers Down
8557,34147,Sliding Two Fingers Left
8565,29857,Pulling Hand In
8566,74059,Shaking Hand
8568,68928,Rolling Hand Forward
8570,58734,Pushing Two Fingers Away
8572,20178,Pushing Two Fingers Away
8574,89459,Pushing Two Fingers Away
8577,57143,Turning Hand Counterclockwise
8580,37968,Pulling Hand In
8581,101816,Sliding Two Fingers Right
8584,62782,Turning Hand Counterclockwise
8585,14426,Pushing Two Fingers Away
8589,28712,Sliding Two Fingers Right
8590,30909,Sliding Two Fingers Left
8593,57649,No gesture
8599,89006,Thumb Up
8601,118600,Rolling Hand Forward
8602,89874,Thumb Up
8607,65951,Sliding Two Fingers Down
8609,116518,No gesture
8611,30675,Sliding Two Fingers Down
8617,53977,Sliding Two Fingers Down
8619,114773,Sliding Two Fingers Left
8620,32170,Rolling Hand Forward
8621,88246,Turning Hand Counterclockwise
8625,27684,Thumb Up
8637,12702,Sliding Two Fingers Left
8638,74623,Pushing Two Fingers Away
8639,91627,Rolling Hand Forward
8646,55273,Turning Hand Counterclockwise
8647,113144,Sliding Two Fingers Left
8648,51301,Sliding Two Fingers Right
8650,3723,Pulling Hand In
8656,47557,Sliding Two Fingers Left
8658,17835,Sliding Two Fingers Down
8659,94540,Turning Hand Counterclockwise
8662,74409,Rolling Hand Forward
8663,62065,No gesture
8666,49086,Sliding Two Fingers Down
8667,47398,Rolling Hand Forward
8677,3285,Pulling Hand In
8678,26787,Sliding Two Fingers Left
8679,33950,Shaking Hand
8681,116328,Sliding Two Fingers Right
8683,42464,Sliding Two Fingers Down
8685,60266,Rolling Hand Forward
8687,13526,Sliding Two Fingers Left
8695,105412,Sliding Two Fingers Left
8697,129237,Pushing Two Fingers Away
8698,37824,Pulling Hand In
8714,61056,Rolling Hand Forward
8723,93102,Rolling Hand Forward
8727,2037,Rolling Hand Forward
8735,39880,Rolling Hand Forward
8737,74383,Sliding Two Fingers Left
8739,134638,Pushing Two Fingers Away
8740,94830,Sliding Two Fingers Down
8744,73597,Rolling Hand Forward
8751,37251,Rolling Hand Forward
8757,61700,Sliding Two Fingers Right
8759,97131,Turning Hand Counterclockwise
8761,78134,Rolling Hand Forward
8764,128503,Sliding Two Fingers Left
